latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
43.539,-5.832,317.2,1,1,2017-04-29,1120,T,75,6.0NRT,301.4,11.2,D
43.55,-8.232,311.6,1.1,1,2017-04-29,1120,T,65,6.0NRT,296.9,7.1,D
43.547,-8.253,308.5,1.1,1,2017-04-29,1120,T,48,6.0NRT,296.4,6,D
43.546,-8.24,355.3,1.1,1,2017-04-29,1120,T,74,6.0NRT,298.4,80.9,D
42.038,-6.566,335.1,1.7,1.3,2017-04-29,1305,A,0,6.0NRT,288.4,68.7,D
42.04,-6.55,351.7,1.7,1.3,2017-04-29,1305,A,63,6.0NRT,288.6,133.9,D
41.947,-8.589,318.7,2.2,1.4,2017-04-29,1305,A,77,6.0NRT,295.1,45.8,D
42.676,-7.911,306.4,1.9,1.3,2017-04-29,1305,A,54,6.0NRT,286.1,17.7,D
42.671,-7.934,304.2,1.9,1.3,2017-04-29,1305,A,40,6.0NRT,285.4,14.6,D
45.213,-0.893,319.9,1,1,2017-04-29,1305,A,32,6.0NRT,308,10.4,D
49.246,6.839,313.9,2.1,1.4,2017-04-29,1305,A,33,6.0NRT,289.5,30.5,D
